waveform	[0]
t0	19.10.2013  14:33:23.171673
delta t	0.002000

time	Y[0]
  23.171673	-3.000000E-3
  23.173673	-3.000000E-3
  23.175673	-3.000000E-3
  23.177673	-1.000000E-3
  23.179673	-1.000000E-3
  23.181673	-1.000000E-3
  23.183673	-1.000000E-3
  23.185673	-3.000000E-3
  23.187673	-3.000000E-3
  23.189673	-3.000000E-3
  23.191673	-3.000000E-3
  23.193673	-3.000000E-3
  23.195673	-3.000000E-3
  23.197673	-1.000000E-3
  23.199673	-1.000000E-3
  23.201673	-1.000000E-3
  23.203673	-1.000000E-3
  23.205673	-3.000000E-3
  23.207673	-3.000000E-3
  23.209673	-3.000000E-3
  23.211673	-3.000000E-3
  23.213673	-3.000000E-3
  23.215673	-3.000000E-3
  23.217673	-1.000000E-3
  23.219673	-1.000000E-3
  23.221673	-1.000000E-3
  23.223673	-1.000000E-3
  23.225673	-3.000000E-3
  23.227673	-3.000000E-3
  23.229673	-3.000000E-3
  23.231673	-3.000000E-3
  23.233673	-3.000000E-3
  23.235673	-3.000000E-3
  23.237673	-1.000000E-3
  23.239673	-1.000000E-3
  23.241673	-1.000000E-3
  23.243673	-1.000000E-3
  23.245673	-3.000000E-3
  23.247673	-3.000000E-3
  23.249673	-3.000000E-3
  23.251673	-3.000000E-3
  23.253673	-3.000000E-3
  23.255673	-3.000000E-3
  23.257673	-1.000000E-3
  23.259673	-1.000000E-3
  23.261673	-1.000000E-3
  23.263673	-1.000000E-3
  23.265673	-3.000000E-3
  23.267673	-3.000000E-3
  23.269673	-3.000000E-3
  23.271673	-3.000000E-3
  23.273673	-3.000000E-3
  23.275673	-2.000000E-3
  23.277673	-1.000000E-3
  23.279673	-1.000000E-3
  23.281673	-1.000000E-3
  23.283673	-1.000000E-3
  23.285673	-3.000000E-3
  23.287673	-3.000000E-3
  23.289673	-3.000000E-3
  23.291673	-3.000000E-3
  23.293673	-3.000000E-3
  23.295673	-3.000000E-3
  23.297673	-1.000000E-3
  23.299673	-1.000000E-3
  23.301673	-1.000000E-3
  23.303673	-1.000000E-3
  23.305673	-3.000000E-3
  23.307673	-3.000000E-3
  23.309673	-3.000000E-3
  23.311673	-3.000000E-3
  23.313673	-3.000000E-3
  23.315673	-2.000000E-3
  23.317673	-1.000000E-3
  23.319673	-1.000000E-3
  23.321673	-1.000000E-3
  23.323673	-1.000000E-3
  23.325673	-3.000000E-3
  23.327673	-3.000000E-3
  23.329673	-3.000000E-3
  23.331673	-3.000000E-3
  23.333673	-3.000000E-3
  23.335673	-3.000000E-3
  23.337673	-1.000000E-3
  23.339673	-1.000000E-3
  23.341673	-1.000000E-3
  23.343673	-1.000000E-3
  23.345673	-3.000000E-3
  23.347673	-3.000000E-3
  23.349673	-3.000000E-3
  23.351673	-3.000000E-3
  23.353673	-3.000000E-3
  23.355673	-2.000000E-3
  23.357673	-1.000000E-3
  23.359673	-1.000000E-3
  23.361673	-1.000000E-3
  23.363673	-1.000000E-3
  23.365673	-3.000000E-3
  23.367673	-3.000000E-3
  23.369673	-3.000000E-3
  23.371673	-3.000000E-3
  23.373673	-3.000000E-3
  23.375673	-3.000000E-3
  23.377673	-1.000000E-3
  23.379673	-1.000000E-3
  23.381673	-1.000000E-3
  23.383673	-1.000000E-3
  23.385673	-3.000000E-3
  23.387673	-3.000000E-3
  23.389673	-4.000000E-3
  23.391673	-3.000000E-3
  23.393673	-3.000000E-3
  23.395673	-3.000000E-3
  23.397673	-1.000000E-3
  23.399673	-1.000000E-3
  23.401673	-1.000000E-3
  23.403673	-1.000000E-3
  23.405673	-3.000000E-3
  23.407673	-3.000000E-3
  23.409673	-4.000000E-3
  23.411673	-3.000000E-3
  23.413673	-3.000000E-3
  23.415673	-3.000000E-3
  23.417673	-1.000000E-3
  23.419673	-1.000000E-3
  23.421673	-1.000000E-3
  23.423673	-1.000000E-3
  23.425673	-3.000000E-3
  23.427673	-3.000000E-3
  23.429673	-4.000000E-3
  23.431673	-3.000000E-3
  23.433673	-3.000000E-3
  23.435673	-2.000000E-3
  23.437673	-1.000000E-3
  23.439673	-1.000000E-3
  23.441673	-1.000000E-3
  23.443673	-1.000000E-3
  23.445673	-3.000000E-3
  23.447673	-3.000000E-3
  23.449673	-4.000000E-3
  23.451673	-3.000000E-3
  23.453673	-3.000000E-3
  23.455673	-2.000000E-3
  23.457673	-1.000000E-3
  23.459673	-1.000000E-3
  23.461673	-1.000000E-3
  23.463673	-1.000000E-3
  23.465673	-3.000000E-3
