time [ms];channel 1 [bar];channel 2 [bar]
125,0;2,15;2,14
126,0;2,19;2,18
127,0;2,21;2,21
128,0;2,26;2,26
129,0;2,32;2,31
130,0;2,38;2,37
131,0;2,42;2,41
132,0;2,45;2,44
133,0;2,48;2,47
134,0;2,51;2,50
135,0;2,54;2,53
136,0;2,58;2,56
137,0;2,63;2,61
138,0;2,65;2,63
139,0;2,65;2,64
140,0;2,66;2,65
141,0;2,67;2,67
142,0;2,70;2,69
143,0;2,72;2,71
144,0;2,73;2,73
145,0;2,75;2,74
146,0;2,75;2,75
147,0;2,74;2,75
148,0;2,77;2,78
149,0;2,81;2,80
150,0;2,83;2,82
151,0;2,85;2,84
152,0;2,86;2,85
153,0;2,87;2,86
154,0;2,88;2,87
155,0;2,89;2,89
156,0;2,91;2,90
157,0;2,95;2,93
158,0;2,95;2,94
159,0;2,94;2,94
160,0;2,94;2,94
161,0;2,95;2,94
162,0;2,96;2,95
163,0;2,97;2,96
164,0;2,98;2,97
165,0;2,99;2,98
166,0;2,97;2,98
167,0;2,97;2,98
168,0;2,99;2,99
169,0;3,02;3,02
170,0;3,04;3,04
171,0;3,05;3,04
172,0;3,06;3,05
173,0;3,07;3,06
174,0;3,07;3,07
175,0;3,08;3,08
176,0;3,10;3,09
177,0;3,13;3,11
178,0;3,13;3,11
179,0;3,12;3,11
180,0;3,11;3,11
181,0;3,11;3,11
182,0;3,12;3,12
183,0;3,13;3,13
184,0;3,14;3,14
185,0;3,14;3,14
186,0;3,12;3,13
187,0;3,12;3,13
188,0;3,14;3,15
189,0;3,17;3,17
190,0;3,18;3,18
191,0;3,19;3,18
192,0;3,19;3,19
193,0;3,19;3,19
194,0;3,20;3,20
195,0;3,21;3,20
196,0;3,23;3,22
197,0;3,24;3,23
198,0;3,24;3,23
199,0;3,22;3,22
200,0;3,22;3,22
201,0;3,22;3,22
202,0;3,23;3,22
203,0;3,23;3,23
204,0;3,23;3,23
205,0;3,23;3,23
206,0;3,21;3,22
207,0;3,21;3,22
208,0;3,23;3,24
209,0;3,25;3,25
210,0;3,26;3,26
211,0;3,27;3,26
212,0;3,27;3,27
213,0;3,27;3,27
214,0;3,27;3,27
215,0;3,28;3,28
216,0;3,30;3,30
217,0;3,32;3,31
218,0;3,31;3,30
219,0;3,29;3,29
220,0;3,29;3,29
221,0;3,29;3,29
222,0;3,29;3,30
223,0;3,30;3,30
224,0;3,30;3,30
225,0;3,30;3,30
226,0;3,27;3,29
227,0;3,28;3,29
228,0;3,30;3,31
229,0;3,32;3,32
230,0;3,33;3,33
231,0;3,33;3,33
232,0;3,33;3,33
233,0;3,33;3,33
234,0;3,34;3,34
235,0;3,35;3,35
236,0;3,37;3,36
237,0;3,38;3,37
238,0;3,36;3,36
239,0;3,35;3,35
240,0;3,34;3,35
241,0;3,35;3,35
242,0;3,35;3,36
243,0;3,36;3,36
244,0;3,36;3,36
245,0;3,35;3,36
246,0;3,33;3,34
247,0;3,33;3,35
248,0;3,36;3,37
249,0;3,38;3,38
250,0;3,38;3,38
251,0;3,38;3,38
252,0;3,39;3,38
253,0;3,39;3,39
254,0;3,39;3,39
255,0;3,40;3,40
256,0;3,42;3,41
257,0;3,42;3,41
258,0;3,41;3,40
259,0;3,40;3,40
260,0;3,39;3,39
261,0;3,40;3,40
262,0;3,40;3,40
263,0;3,40;3,41
264,0;3,40;3,40
265,0;3,39;3,40
266,0;3,37;3,38
267,0;3,38;3,39
268,0;3,41;3,41
269,0;3,42;3,42
270,0;3,42;3,42
271,0;3,42;3,42
272,0;3,42;3,43
273,0;3,42;3,43
274,0;3,43;3,43
275,0;3,44;3,43
276,0;3,46;3,45
277,0;3,46;3,45
278,0;3,44;3,44
279,0;3,42;3,43
280,0;3,42;3,43
281,0;3,43;3,43
282,0;3,43;3,43
283,0;3,43;3,44
284,0;3,43;3,43
285,0;3,41;3,42
286,0;3,39;3,41
287,0;3,41;3,42
288,0;3,43;3,44
289,0;3,45;3,45
290,0;3,45;3,45
291,0;3,45;3,45
292,0;3,45;3,45
293,0;3,45;3,45
294,0;3,45;3,46
295,0;3,47;3,47
296,0;3,49;3,48
297,0;3,48;3,48
298,0;3,46;3,46
299,0;3,45;3,46
300,0;3,45;3,46
301,0;3,45;3,46
302,0;3,46;3,46
303,0;3,46;3,46
304,0;3,46;3,47
305,0;3,43;3,45
306,0;3,43;3,45
307,0;3,45;3,46
308,0;3,47;3,48
309,0;3,48;3,48
310,0;3,48;3,48
311,0;3,48;3,48
312,0;3,48;3,48
313,0;3,48;3,49
314,0;3,48;3,49
315,0;3,50;3,50
316,0;3,52;3,51
317,0;3,51;3,50
318,0;3,49;3,49
319,0;3,48;3,49
320,0;3,48;3,49
321,0;3,49;3,49
322,0;3,49;3,49
323,0;3,49;3,50
324,0;3,48;3,49
325,0;3,46;3,48
326,0;3,46;3,48
327,0;3,48;3,49
328,0;3,50;3,51
329,0;3,51;3,51
330,0;3,51;3,51
331,0;3,51;3,51
332,0;3,51;3,51
333,0;3,51;3,51
334,0;3,51;3,52
335,0;3,54;3,53
336,0;3,55;3,54
337,0;3,53;3,53
338,0;3,51;3,52
339,0;3,51;3,52
340,0;3,51;3,52
341,0;3,51;3,52
342,0;3,51;3,52
343,0;3,51;3,52
344,0;3,51;3,52
345,0;3,48;3,50
346,0;3,48;3,50
347,0;3,51;3,52
348,0;3,52;3,53
349,0;3,53;3,53
350,0;3,53;3,53
351,0;3,53;3,53
352,0;3,53;3,53
353,0;3,53;3,53
354,0;3,53;3,54
355,0;3,56;3,55
356,0;3,56;3,56
357,0;3,54;3,54
358,0;3,53;3,53
359,0;3,52;3,53
360,0;3,53;3,53
361,0;3,52;3,53
362,0;3,53;3,53
363,0;3,52;3,53
364,0;3,51;3,53
365,0;3,49;3,51
366,0;3,50;3,52
367,0;3,52;3,53
368,0;3,53;3,54
369,0;3,54;3,54
370,0;3,54;3,54
371,0;3,54;3,54
372,0;3,54;3,54
373,0;3,54;3,54
374,0;3,55;3,55
375,0;3,57;3,56
376,0;3,57;3,56
377,0;3,55;3,55
378,0;3,53;3,54
379,0;3,53;3,54
380,0;3,53;3,54
381,0;3,53;3,54
382,0;3,53;3,54
383,0;3,53;3,54
384,0;3,51;3,53
385,0;3,49;3,52
386,0;3,51;3,53
387,0;3,53;3,54
388,0;3,54;3,55
389,0;3,54;3,55
390,0;3,54;3,55
391,0;3,54;3,55
392,0;3,54;3,55
393,0;3,54;3,55
394,0;3,55;3,55
395,0;3,57;3,57
396,0;3,57;3,56
397,0;3,55;3,55
398,0;3,53;3,54
399,0;3,53;3,54
400,0;3,53;3,54
401,0;3,53;3,54
402,0;3,53;3,54
403,0;3,53;3,54
404,0;3,51;3,53
405,0;3,49;3,51
406,0;3,51;3,53
407,0;3,53;3,54
408,0;3,54;3,55
409,0;3,54;3,55
410,0;3,54;3,54
411,0;3,54;3,54
412,0;3,54;3,54
413,0;3,54;3,54
414,0;3,55;3,55
415,0;3,57;3,56
416,0;3,56;3,56
417,0;3,54;3,54
418,0;3,52;3,53
419,0;3,52;3,53
420,0;3,52;3,54
421,0;3,53;3,54
422,0;3,52;3,53
423,0;3,52;3,53
424,0;3,50;3,51
425,0;3,49;3,51
426,0;3,50;3,52
427,0;3,52;3,53
428,0;3,53;3,54
429,0;3,53;3,53
430,0;3,52;3,53
431,0;3,52;3,53
432,0;3,52;3,53
433,0;3,53;3,53
434,0;3,54;3,54
435,0;3,55;3,55
436,0;3,54;3,54
437,0;3,52;3,53
438,0;3,51;3,52
439,0;3,51;3,52
440,0;3,51;3,52
441,0;3,51;3,52
442,0;3,51;3,52
443,0;3,50;3,51
444,0;3,47;3,49
445,0;3,47;3,49
446,0;3,49;3,50
447,0;3,51;3,51
448,0;3,51;3,52
449,0;3,51;3,51
450,0;3,50;3,51
451,0;3,50;3,51
452,0;3,50;3,51
453,0;3,51;3,51
454,0;3,53;3,53
455,0;3,53;3,53
456,0;3,51;3,51
457,0;3,49;3,50
458,0;3,49;3,50
459,0;3,49;3,49
460,0;3,49;3,49
461,0;3,48;3,49
462,0;3,49;3,49
463,0;3,47;3,49
464,0;3,44;3,47
465,0;3,45;3,47
466,0;3,47;3,48
467,0;3,48;3,49
468,0;3,49;3,49
469,0;3,48;3,49
470,0;3,48;3,49
471,0;3,48;3,49
472,0;3,48;3,48
473,0;3,48;3,49
474,0;3,50;3,50
475,0;3,50;3,50
476,0;3,48;3,48
477,0;3,47;3,47
478,0;3,46;3,47
479,0;3,46;3,47
480,0;3,46;3,47
481,0;3,46;3,47
482,0;3,45;3,46
483,0;3,44;3,45
484,0;3,41;3,44
485,0;3,42;3,44
486,0;3,44;3,45
487,0;3,45;3,46
488,0;3,45;3,46
489,0;3,45;3,46
490,0;3,45;3,45
491,0;3,45;3,45
492,0;3,45;3,45
493,0;3,45;3,46
494,0;3,48;3,47
495,0;3,47;3,47
496,0;3,45;3,45
497,0;3,43;3,44
498,0;3,43;3,44

