time [ms];channel 1 [bar];channel 2 [bar]
245,0;3,98;3,99
246,0;3,98;4,00
247,0;3,98;4,00
248,0;4,01;4,02
249,0;4,01;4,02
250,0;4,00;4,01
251,0;3,98;4,00
252,0;3,98;4,00
253,0;3,98;4,00
254,0;3,99;4,01
255,0;3,99;4,01
256,0;3,99;4,01
257,0;3,98;4,00
258,0;3,95;3,99
259,0;3,97;4,00
260,0;3,99;4,01
261,0;4,00;4,02
262,0;4,01;4,03
263,0;4,01;4,03
264,0;4,01;4,03
265,0;4,01;4,03
266,0;4,01;4,03
267,0;4,02;4,03
268,0;4,04;4,05
269,0;4,05;4,05
270,0;4,03;4,04
271,0;4,01;4,03
272,0;4,01;4,03
273,0;4,01;4,03
274,0;4,01;4,04
275,0;4,01;4,04
276,0;4,01;4,04
277,0;4,00;4,02
278,0;3,98;4,01
279,0;4,00;4,03
280,0;4,02;4,04
281,0;4,03;4,05
282,0;4,03;4,05
283,0;4,03;4,05
284,0;4,03;4,05
285,0;4,03;4,05
286,0;4,03;4,05
287,0;4,04;4,06
288,0;4,07;4,07
289,0;4,06;4,07
290,0;4,04;4,06
291,0;4,03;4,05
292,0;4,03;4,05
293,0;4,03;4,05
294,0;4,03;4,05
295,0;4,03;4,05
296,0;4,03;4,05
297,0;4,00;4,03
298,0;3,99;4,03
299,0;4,01;4,04
300,0;4,03;4,06
301,0;4,04;4,06
302,0;4,04;4,06
303,0;4,04;4,06
304,0;4,04;4,06
305,0;4,04;4,06
306,0;4,04;4,06
307,0;4,06;4,07
308,0;4,08;4,08
309,0;4,06;4,08
310,0;4,04;4,06
311,0;4,03;4,05
312,0;4,03;4,05
313,0;4,03;4,06
314,0;4,03;4,06
315,0;4,03;4,06
316,0;4,03;4,05
317,0;4,00;4,04
318,0;4,00;4,03
319,0;4,02;4,05
320,0;4,04;4,06
321,0;4,04;4,06
322,0;4,04;4,06
323,0;4,04;4,06
324,0;4,04;4,06
325,0;4,04;4,06
326,0;4,04;4,06
327,0;4,06;4,07
328,0;4,07;4,08
329,0;4,06;4,07
330,0;4,04;4,06
331,0;4,03;4,05
332,0;4,03;4,05
333,0;4,03;4,05
334,0;4,03;4,06
335,0;4,03;4,05
336,0;4,02;4,05
337,0;3,99;4,03
338,0;4,00;4,03
339,0;4,02;4,05
340,0;4,03;4,05
341,0;4,04;4,06
342,0;4,04;4,06
343,0;4,03;4,05
344,0;4,03;4,05
345,0;4,03;4,05
346,0;4,04;4,06
347,0;4,06;4,07
348,0;4,07;4,07
349,0;4,05;4,06
350,0;4,03;4,05
351,0;4,02;4,04
352,0;4,02;4,04
353,0;4,02;4,05
354,0;4,02;4,04
355,0;4,02;4,04
356,0;4,01;4,03
357,0;3,98;4,02
358,0;3,99;4,02
359,0;4,01;4,04
360,0;4,02;4,04
361,0;4,03;4,05
362,0;4,02;4,04
363,0;4,02;4,04
364,0;4,02;4,04
365,0;4,02;4,04
366,0;4,02;4,04
367,0;4,04;4,06
368,0;4,05;4,06
369,0;4,03;4,04
370,0;4,01;4,03
371,0;4,00;4,03
372,0;4,01;4,03
373,0;4,01;4,03
374,0;4,01;4,03
375,0;4,00;4,03
376,0;3,99;4,02
377,0;3,96;4,00
378,0;3,97;4,01
379,0;4,00;4,02
380,0;4,00;4,03
381,0;4,01;4,03
382,0;4,01;4,03
383,0;4,00;4,03
384,0;4,00;4,02
385,0;4,00;4,02
386,0;4,01;4,03
387,0;4,04;4,05
388,0;4,03;4,04
389,0;4,01;4,03
390,0;3,99;4,02
391,0;3,99;4,02
392,0;3,99;4,02
393,0;3,99;4,02
394,0;3,99;4,02
395,0;3,99;4,01
396,0;3,97;4,00
397,0;3,95;3,99
398,0;3,96;4,00
399,0;3,98;4,01
400,0;3,99;4,02
401,0;4,00;4,02
402,0;3,99;4,02
403,0;3,99;4,01
404,0;3,99;4,01
405,0;3,99;4,01
406,0;4,00;4,02
407,0;4,02;4,03
408,0;4,01;4,02
409,0;3,99;4,01
410,0;3,98;4,00
411,0;3,97;4,00
412,0;3,98;4,00
413,0;3,97;4,00
414,0;3,97;4,00
415,0;3,97;3,99
416,0;3,94;3,98
417,0;3,93;3,97
418,0;3,95;3,98
419,0;3,96;3,99
420,0;3,97;4,00
421,0;3,97;3,99
422,0;3,97;3,99
423,0;3,97;3,99
424,0;3,97;3,99
425,0;3,97;3,99
426,0;3,98;4,00
427,0;4,00;4,01
428,0;3,98;4,00
429,0;3,96;3,98
430,0;3,95;3,98
431,0;3,95;3,97
432,0;3,95;3,97
433,0;3,95;3,97
434,0;3,94;3,97
435,0;3,94;3,96
436,0;3,91;3,95
437,0;3,90;3,94
438,0;3,92;3,95
439,0;3,94;3,96
440,0;3,94;3,96
441,0;3,94;3,96
442,0;3,94;3,96
443,0;3,93;3,96
444,0;3,93;3,96
445,0;3,94;3,96
446,0;3,95;3,97
447,0;3,96;3,97
448,0;3,94;3,96
449,0;3,92;3,95
450,0;3,91;3,94
451,0;3,91;3,94
452,0;3,91;3,94
453,0;3,91;3,94
454,0;3,91;3,93
455,0;3,90;3,92
456,0;3,87;3,91
457,0;3,86;3,90
458,0;3,88;3,91
459,0;3,90;3,92
460,0;3,90;3,92
461,0;3,90;3,92
462,0;3,90;3,92
463,0;3,89;3,92
464,0;3,89;3,91
465,0;3,89;3,92
466,0;3,92;3,93
467,0;3,92;3,93
468,0;3,90;3,91
469,0;3,88;3,90
470,0;3,87;3,89
471,0;3,87;3,89
472,0;3,87;3,89
473,0;3,86;3,89
474,0;3,86;3,88
475,0;3,85;3,88
476,0;3,82;3,86
477,0;3,82;3,86
478,0;3,84;3,87
479,0;3,85;3,88
480,0;3,86;3,88
481,0;3,85;3,87
482,0;3,85;3,87
483,0;3,85;3,87
484,0;3,84;3,86
485,0;3,85;3,87
486,0;3,87;3,88
487,0;3,87;3,88
488,0;3,85;3,86
489,0;3,83;3,85
490,0;3,82;3,84
491,0;3,82;3,84
492,0;3,82;3,84
493,0;3,81;3,84
494,0;3,81;3,84
495,0;3,79;3,82
496,0;3,77;3,81
497,0;3,78;3,81
498,0;3,80;3,83

