time [ms];channel 1 [bar];channel 2 [bar]
227.0;5.14;5.17
228.0;5.14;5.17
229.0;5.14;5.17
230.0;5.14;5.17
231.0;5.14;5.17
232.0;5.14;5.17
233.0;5.13;5.17
234.0;5.11;5.15
235.0;5.11;5.16
236.0;5.13;5.17
237.0;5.14;5.17
238.0;5.15;5.18
239.0;5.14;5.17
240.0;5.14;5.17
241.0;5.14;5.17
242.0;5.14;5.17
243.0;5.16;5.18
244.0;5.17;5.19
245.0;5.15;5.18
246.0;5.13;5.16
247.0;5.12;5.15
248.0;5.11;5.15
249.0;5.11;5.15
250.0;5.11;5.15
251.0;5.11;5.15
252.0;5.11;5.14
253.0;5.09;5.13
254.0;5.07;5.12
255.0;5.08;5.12
256.0;5.09;5.13
257.0;5.10;5.13
258.0;5.10;5.13
259.0;5.10;5.12
260.0;5.09;5.12
261.0;5.09;5.12
262.0;5.09;5.12
263.0;5.11;5.13
264.0;5.12;5.14
265.0;5.10;5.12
266.0;5.07;5.10
267.0;5.06;5.09
268.0;5.06;5.09
269.0;5.06;5.09
270.0;5.05;5.09
271.0;5.05;5.08
272.0;5.04;5.08
273.0;5.02;5.06
274.0;5.00;5.05
275.0;5.02;5.06
276.0;5.03;5.07
277.0;5.04;5.07
278.0;5.03;5.06
279.0;5.03;5.06
280.0;5.02;5.06
281.0;5.02;5.05
282.0;5.02;5.05
283.0;5.04;5.06
284.0;5.05;5.07
285.0;5.02;5.05
286.0;5.00;5.03
287.0;4.99;5.02
288.0;4.99;5.02
289.0;4.98;5.02
290.0;4.98;5.01
291.0;4.98;5.01
292.0;4.97;5.01
293.0;4.95;4.99
294.0;4.93;4.98
295.0;4.94;4.98
296.0;4.96;4.99
297.0;4.96;4.99
298.0;4.96;4.99
299.0;4.95;4.98
300.0;4.95;4.98
301.0;4.94;4.97
302.0;4.95;4.97
303.0;4.97;4.99
304.0;4.96;4.98
305.0;4.94;4.97
306.0;4.92;4.95
307.0;4.91;4.94
308.0;4.90;4.94
309.0;4.90;4.94
310.0;4.90;4.93
311.0;4.89;4.93
312.0;4.88;4.92
313.0;4.86;4.90
314.0;4.85;4.90
315.0;4.86;4.90
316.0;4.88;4.91
317.0;4.88;4.91
318.0;4.87;4.90
319.0;4.87;4.90
320.0;4.86;4.90
321.0;4.86;4.89
322.0;4.87;4.90
323.0;4.89;4.91
324.0;4.88;4.90
325.0;4.85;4.88
326.0;4.83;4.87
327.0;4.82;4.86
328.0;4.82;4.86
329.0;4.82;4.85
330.0;4.82;4.85
331.0;4.81;4.84
332.0;4.80;4.84
333.0;4.77;4.82
334.0;4.77;4.81
335.0;4.78;4.82
336.0;4.80;4.83
337.0;4.79;4.83
338.0;4.79;4.82
339.0;4.78;4.81
340.0;4.78;4.81
341.0;4.77;4.80
342.0;4.78;4.81
343.0;4.80;4.82
344.0;4.78;4.81
345.0;4.76;4.79
346.0;4.74;4.77
347.0;4.73;4.77
348.0;4.73;4.76
349.0;4.73;4.76
350.0;4.72;4.76
351.0;4.71;4.75
352.0;4.70;4.74
353.0;4.67;4.72
354.0;4.68;4.72
355.0;4.69;4.73
356.0;4.70;4.73
357.0;4.70;4.73
358.0;4.69;4.72
359.0;4.69;4.72
360.0;4.68;4.71
361.0;4.68;4.71
362.0;4.70;4.72
363.0;4.71;4.72
364.0;4.68;4.71
365.0;4.66;4.69
366.0;4.64;4.68
367.0;4.64;4.67
368.0;4.64;4.67
369.0;4.63;4.67
370.0;4.63;4.66
371.0;4.62;4.65
372.0;4.60;4.64
373.0;4.57;4.62
374.0;4.58;4.62
375.0;4.60;4.63
376.0;4.60;4.63
377.0;4.60;4.63
378.0;4.59;4.62
379.0;4.59;4.62
380.0;4.58;4.61
381.0;4.58;4.61
382.0;4.60;4.62
383.0;4.60;4.62
384.0;4.58;4.60
385.0;4.55;4.58
386.0;4.54;4.57
387.0;4.54;4.57
388.0;4.54;4.57
389.0;4.53;4.56
390.0;4.53;4.56
391.0;4.52;4.55
392.0;4.49;4.53
393.0;4.48;4.52
394.0;4.48;4.53
395.0;4.50;4.53
396.0;4.50;4.53
397.0;4.50;4.52
398.0;4.49;4.52
399.0;4.48;4.52
400.0;4.48;4.51
401.0;4.48;4.51
402.0;4.50;4.52
403.0;4.50;4.52
404.0;4.47;4.50
405.0;4.45;4.48
406.0;4.44;4.47
407.0;4.44;4.47
408.0;4.43;4.47
409.0;4.43;4.46
410.0;4.43;4.46
411.0;4.41;4.45
412.0;4.39;4.43
413.0;4.38;4.42
414.0;4.39;4.43
415.0;4.40;4.44
416.0;4.40;4.44
417.0;4.40;4.43
418.0;4.39;4.42
419.0;4.39;4.42
420.0;4.38;4.41
421.0;4.39;4.42
422.0;4.41;4.43
423.0;4.40;4.42
424.0;4.37;4.40
425.0;4.35;4.39
426.0;4.34;4.38
427.0;4.34;4.37
428.0;4.34;4.37
429.0;4.33;4.37
430.0;4.33;4.36
431.0;4.32;4.35
432.0;4.29;4.33
433.0;4.28;4.33
434.0;4.30;4.34
435.0;4.31;4.34
436.0;4.31;4.34
437.0;4.31;4.34
438.0;4.30;4.33
439.0;4.29;4.32
440.0;4.29;4.32
441.0;4.30;4.32
442.0;4.32;4.34
443.0;4.30;4.32
444.0;4.28;4.30
445.0;4.26;4.29
446.0;4.25;4.29
447.0;4.25;4.28
448.0;4.25;4.28
449.0;4.24;4.27
450.0;4.24;4.27
451.0;4.22;4.26
452.0;4.19;4.24
453.0;4.20;4.24
454.0;4.21;4.25
455.0;4.22;4.25
456.0;4.22;4.25
457.0;4.21;4.24
458.0;4.21;4.24
459.0;4.20;4.23
460.0;4.20;4.23
461.0;4.22;4.24
462.0;4.23;4.24
463.0;4.21;4.23
464.0;4.19;4.21
465.0;4.17;4.20
466.0;4.16;4.20
467.0;4.16;4.19
468.0;4.16;4.19
469.0;4.15;4.19
470.0;4.15;4.18
471.0;4.13;4.16
472.0;4.10;4.15
473.0;4.11;4.15
474.0;4.12;4.16
475.0;4.13;4.16
476.0;4.13;4.16
477.0;4.12;4.15
478.0;4.12;4.14
479.0;4.11;4.14
480.0;4.11;4.14
481.0;4.13;4.15
482.0;4.14;4.15
483.0;4.12;4.14
484.0;4.09;4.12
485.0;4.08;4.11
486.0;4.07;4.11
487.0;4.07;4.10
488.0;4.07;4.10
489.0;4.06;4.09
490.0;4.06;4.09
491.0;4.03;4.07
492.0;4.01;4.06
493.0;4.02;4.06
494.0;4.04;4.07
495.0;4.04;4.07
496.0;4.04;4.07
497.0;4.03;4.06
498.0;4.03;4.06

