time [ms];channel 1 [bar];channel 2 [bar]
324,0;4,76;4,80
325,0;4,75;4,80
326,0;4,75;4,80
327,0;4,75;4,79
328,0;4,74;4,79
329,0;4,74;4,79
330,0;4,74;4,78
331,0;4,72;4,77
332,0;4,70;4,76
333,0;4,71;4,77
334,0;4,73;4,78
335,0;4,74;4,78
336,0;4,73;4,78
337,0;4,73;4,78
338,0;4,73;4,77
339,0;4,73;4,77
340,0;4,73;4,77
341,0;4,75;4,78
342,0;4,75;4,79
343,0;4,73;4,77
344,0;4,71;4,76
345,0;4,70;4,75
346,0;4,70;4,75
347,0;4,70;4,75
348,0;4,70;4,75
349,0;4,69;4,74
350,0;4,69;4,74
351,0;4,66;4,72
352,0;4,65;4,71
353,0;4,67;4,72
354,0;4,68;4,73
355,0;4,69;4,73
356,0;4,68;4,73
357,0;4,68;4,73
358,0;4,68;4,72
359,0;4,68;4,72
360,0;4,68;4,72
361,0;4,70;4,74
362,0;4,70;4,73
363,0;4,68;4,71
364,0;4,66;4,70
365,0;4,65;4,70
366,0;4,65;4,70
367,0;4,65;4,69
368,0;4,64;4,69
369,0;4,64;4,69
370,0;4,63;4,68
371,0;4,60;4,66
372,0;4,60;4,66
373,0;4,62;4,67
374,0;4,63;4,68
375,0;4,63;4,68
376,0;4,63;4,67
377,0;4,62;4,67
378,0;4,62;4,66
379,0;4,62;4,66
380,0;4,63;4,67
381,0;4,65;4,68
382,0;4,64;4,67
383,0;4,62;4,65
384,0;4,60;4,64
385,0;4,59;4,64
386,0;4,59;4,64
387,0;4,59;4,64
388,0;4,59;4,63
389,0;4,58;4,63
390,0;4,57;4,62
391,0;4,55;4,60
392,0;4,55;4,60
393,0;4,56;4,61
394,0;4,57;4,62
395,0;4,57;4,62
396,0;4,57;4,61
397,0;4,56;4,61
398,0;4,56;4,61
399,0;4,56;4,60
400,0;4,57;4,61
401,0;4,59;4,62
402,0;4,58;4,61
403,0;4,55;4,59
404,0;4,54;4,58
405,0;4,53;4,58
406,0;4,53;4,58
407,0;4,53;4,58
408,0;4,52;4,57
409,0;4,52;4,57
410,0;4,50;4,56
411,0;4,48;4,54
412,0;4,49;4,54
413,0;4,50;4,55
414,0;4,51;4,56
415,0;4,51;4,55
416,0;4,51;4,55
417,0;4,51;4,55
418,0;4,50;4,55
419,0;4,50;4,54
420,0;4,52;4,56
421,0;4,53;4,56
422,0;4,51;4,55
423,0;4,49;4,53
424,0;4,48;4,52
425,0;4,47;4,52
426,0;4,47;4,52
427,0;4,47;4,52
428,0;4,46;4,51
429,0;4,46;4,50
430,0;4,44;4,49
431,0;4,42;4,48
432,0;4,43;4,48
433,0;4,44;4,49
434,0;4,45;4,50
435,0;4,45;4,49
436,0;4,44;4,49
437,0;4,44;4,48
438,0;4,44;4,48
439,0;4,44;4,48
440,0;4,46;4,49
441,0;4,47;4,50
442,0;4,44;4,48
443,0;4,42;4,46
444,0;4,41;4,46
445,0;4,40;4,45
446,0;4,40;4,45
447,0;4,40;4,45
448,0;4,40;4,44
449,0;4,39;4,44
450,0;4,37;4,42
451,0;4,35;4,41
452,0;4,37;4,42
453,0;4,38;4,43
454,0;4,39;4,43
455,0;4,38;4,43
456,0;4,38;4,42
457,0;4,38;4,42
458,0;4,37;4,42
459,0;4,38;4,42
460,0;4,40;4,43
461,0;4,40;4,43
462,0;4,38;4,41
463,0;4,35;4,40
464,0;4,34;4,39
465,0;4,34;4,39
466,0;4,34;4,39
467,0;4,34;4,38
468,0;4,33;4,38
469,0;4,33;4,38
470,0;4,30;4,36
471,0;4,29;4,35
472,0;4,31;4,36
473,0;4,32;4,37
474,0;4,32;4,37
475,0;4,32;4,36
476,0;4,32;4,36
477,0;4,31;4,36
478,0;4,31;4,36
479,0;4,32;4,36
480,0;4,34;4,37
481,0;4,33;4,36
482,0;4,31;4,35
483,0;4,29;4,33
484,0;4,28;4,33
485,0;4,28;4,32
486,0;4,28;4,32
487,0;4,27;4,32
488,0;4,27;4,32
489,0;4,26;4,31
490,0;4,23;4,29
491,0;4,23;4,29
492,0;4,24;4,30
493,0;4,26;4,30
494,0;4,26;4,30
495,0;4,26;4,30
496,0;4,25;4,30
497,0;4,25;4,29
498,0;4,25;4,29

