time [ms];channel 1 [bar];channel 2 [bar]
84.0;-0.03;-0.02
84.4;-0.02;-0.01
84.8;-0.01;-0.01
85.2;-0.01;-0.01
85.6;0.00;0.00
86.0;0.00;0.00
86.4;0.00;-0.01
86.8;-0.01;-0.01
87.2;-0.01;-0.01
87.6;0.00;-0.01
88.0;-0.01;0.00
88.4;-0.01;-0.01
88.8;-0.01;-0.01
89.2;-0.01;-0.01
89.6;-0.01;-0.01
90.0;-0.01;-0.01
90.4;-0.01;-0.01
90.8;0.00;-0.01
91.2;0.01;0.00
91.6;0.01;0.01
92.0;0.03;0.01
92.4;0.03;0.01
92.8;0.02;0.01
93.2;0.02;0.01
93.6;0.01;0.01
94.0;0.00;0.00
94.4;-0.01;0.00
94.8;-0.01;-0.01
95.2;-0.02;-0.01
95.6;-0.02;-0.01
96.0;-0.02;-0.01
96.4;-0.02;-0.01
96.8;0.13;0.21
97.2;0.08;0.05
97.6;-0.04;-0.22
98.0;0.19;0.40
98.4;0.29;0.90
98.8;0.47;0.53
99.2;0.43;0.80
99.6;0.43;0.39
100.0;0.51;0.70
100.4;0.61;0.56
100.8;0.46;0.67
101.2;0.67;0.80
101.6;0.76;0.66
102.0;0.72;0.82
102.4;0.57;0.45
102.8;0.74;1.05
103.2;0.68;0.82
103.6;0.76;0.44
104.0;0.71;0.78
104.4;0.91;1.03
104.8;0.82;0.70
105.2;0.89;0.83
105.6;0.87;0.84
106.0;0.92;0.88
106.4;0.86;0.78
106.8;0.91;1.00
107.2;0.93;0.98
107.6;0.92;0.92
108.0;0.87;0.94
108.4;0.93;0.89
108.8;0.98;0.95
109.2;1.03;1.05
109.6;0.98;1.02
110.0;0.98;1.01
110.4;1.04;1.05
110.8;1.02;1.05
111.2;1.05;1.09
111.6;1.05;1.07
112.0;1.09;1.07
112.4;1.09;1.13
112.8;1.12;1.13
113.2;1.13;1.13
113.6;1.11;1.15
114.0;1.13;1.11
114.4;1.12;1.14
114.8;1.15;1.15
115.2;1.11;1.14
115.6;1.10;1.11
116.0;1.15;1.19
116.4;1.17;1.17
116.8;1.17;1.17
117.2;1.18;1.19
117.6;1.19;1.20
118.0;1.18;1.19
118.4;1.19;1.20
118.8;1.22;1.24
119.2;1.21;1.23
119.6;1.23;1.23
120.0;1.21;1.22
120.4;1.23;1.24
120.8;1.21;1.23
121.2;1.21;1.24
121.6;1.22;1.25
122.0;1.21;1.23
122.4;1.22;1.25
122.8;1.23;1.26
123.2;1.26;1.28
123.6;1.26;1.27
124.0;1.28;1.29
124.4;1.29;1.30
124.8;1.29;1.30
125.2;1.31;1.32
125.6;1.32;1.33
126.0;1.32;1.32
126.4;1.31;1.32
126.8;1.31;1.32
127.2;1.32;1.33
127.6;1.32;1.33
128.0;1.33;1.34
128.4;1.33;1.34
128.8;1.34;1.34
129.2;1.33;1.35
129.6;1.34;1.34
130.0;1.34;1.35
130.4;1.35;1.35
130.8;1.37;1.37
131.2;1.37;1.38
131.6;1.39;1.38
132.0;1.39;1.39
132.4;1.39;1.38
132.8;1.39;1.39
133.2;1.38;1.38
133.6;1.38;1.38
134.0;1.36;1.40
134.4;1.37;1.39
134.8;1.37;1.37
135.2;1.35;1.39
135.6;1.36;1.38
136.0;1.36;1.37
136.4;1.36;1.38
136.8;1.37;1.38
137.2;1.39;1.39
137.6;1.38;1.39
138.0;1.36;1.38
138.4;1.37;1.38
138.8;1.37;1.38
139.2;1.37;1.38
139.6;1.38;1.38
140.0;1.38;1.39
140.4;1.37;1.39
140.8;1.36;1.37
141.2;1.34;1.37
141.6;1.34;1.37
142.0;1.33;1.35
142.4;1.35;1.37
142.8;1.35;1.38
143.2;1.37;1.39
143.6;1.39;1.39
144.0;1.38;1.40
144.4;1.38;1.40
144.8;1.39;1.39
145.2;1.40;1.40
145.6;1.40;1.41
146.0;1.40;1.40
146.4;1.39;1.40
146.8;1.39;1.40
147.2;1.39;1.40
147.6;1.39;1.41
148.0;1.39;1.40
148.4;1.39;1.40
148.8;1.39;1.40
149.2;1.39;1.40
149.6;1.40;1.40
150.0;1.40;1.41
150.4;1.40;1.40
150.8;1.42;1.41
151.2;1.42;1.42
151.6;1.43;1.42
152.0;1.43;1.43
152.4;1.43;1.42
152.8;1.42;1.43
153.2;1.41;1.41
153.6;1.40;1.41
154.0;1.40;1.40
154.4;1.39;1.40
154.8;1.39;1.40
155.2;1.39;1.40
155.6;1.39;1.40
156.0;1.39;1.40
156.4;1.39;1.40
156.8;1.39;1.40
157.2;1.39;1.40
157.6;1.40;1.40
158.0;1.39;1.41
158.4;1.39;1.40
158.8;1.39;1.40
159.2;1.39;1.40
159.6;1.39;1.40
160.0;1.39;1.40
160.4;1.39;1.39
160.8;1.37;1.39
161.2;1.36;1.39
161.6;1.35;1.37
162.0;1.36;1.39
162.4;1.37;1.39
162.8;1.37;1.38
163.2;1.39;1.40
163.6;1.39;1.40
164.0;1.40;1.41
164.4;1.40;1.41
164.8;1.40;1.41
165.2;1.41;1.41
165.6;1.39;1.39
166.0;1.40;1.41
166.4;1.40;1.41
166.8;1.40;1.41
167.2;1.39;1.41
167.6;1.40;1.41
168.0;1.40;1.40
168.4;1.40;1.40
168.8;1.40;1.41
169.2;1.40;1.41
169.6;1.40;1.40
170.0;1.40;1.41
170.4;1.41;1.40
170.8;1.42;1.42
171.2;1.43;1.43
171.6;1.43;1.42
172.0;1.43;1.42
172.4;1.43;1.42
172.8;1.42;1.42
173.2;1.41;1.41
173.6;1.41;1.41
174.0;1.39;1.40
174.4;1.39;1.40
174.8;1.38;1.39
175.2;1.38;1.40
175.6;1.39;1.40
176.0;1.39;1.40
176.4;1.39;1.40
176.8;1.39;1.40
177.2;1.39;1.40
177.6;1.39;1.40
178.0;1.39;1.40
178.4;1.39;1.40
178.8;1.39;1.40
179.2;1.39;1.40
179.6;1.38;1.39
180.0;1.38;1.39
180.4;1.37;1.38
180.8;1.36;1.38
181.2;1.35;1.37
181.6;1.35;1.37
182.0;1.35;1.37
182.4;1.36;1.38
182.8;1.37;1.38
183.2;1.38;1.39
183.6;1.39;1.40
184.0;1.39;1.40
184.4;1.39;1.40
184.8;1.39;1.40
185.2;1.40;1.40
185.6;1.39;1.40
186.0;1.39;1.40
186.4;1.39;1.40
186.8;1.39;1.40
187.2;1.39;1.40
187.6;1.39;1.40
188.0;1.39;1.40
188.4;1.39;1.40
188.8;1.39;1.40
189.2;1.39;1.39
189.6;1.39;1.40
190.0;1.39;1.40
190.4;1.41;1.41
190.8;1.42;1.41
191.2;1.42;1.42
191.6;1.42;1.42
192.0;1.42;1.41
192.4;1.41;1.41
192.8;1.40;1.40
193.2;1.40;1.40
193.6;1.39;1.39
194.0;1.38;1.39
194.4;1.38;1.39
194.8;1.38;1.39
195.2;1.38;1.39
195.6;1.38;1.39
196.0;1.38;1.39
196.4;1.38;1.39
196.8;1.38;1.39
197.2;1.38;1.39
197.6;1.38;1.39
198.0;1.38;1.39
198.4;1.38;1.39
198.8;1.38;1.39
199.2;1.37;1.39

